"o 7:45","1200 roanoke ave",2,"2A        ",514,"459 PC  BURGLARY VEHICLE",2299,38.63465784,-121.4392401
"o 7:46","rio linda blvd / main ave",2,"2A        ",224,"20002(A) HIT/RUN",5401,38.65509277,-121.4477394
"o 7:55","398 hh rd",4,"4C        ",1259,"211 PC ROBBERY- BUSINESS",1299,38.5076709,-121.5412748
"o 7:55","525 exchange st",2,"2A        ",213,"CASUALTY REPORT",7000,38.65966202,-121.4535351
"o 8:00","535 lampasas ave",2,"2B        ",552,"594(B)(2)(A) VANDALISM/ -$400",2999,38.61499077,-121.4534714
"o 8:00","12 grand canyon ct",1,"1A        ",136,"LOST PROPERTY - I RPT",7000,38.65699142,-121.5038615
"o 8:00","3709 presidio st",2,"2A        ",516,"LOST PROPERTY - I RPT",7000,38.63500106,-121.4213652
"o 8:00","hh rd / h blvd",5,"5B        ",1359,"LOST PROPERTY - I RPT",7000,38.49601155,-121.4592772
"o 8:00","3615 33rd st",6,"6A        ",1041,"484J PC PUBLISH CARD INFO",2605,38.54182394,-121.4709505
"o 8:00","2324 north ave",2,"2A        ",237,"LOST PROPERTY - I RPT",7000,38.63963285,-121.4130509
"o 8:00","2800 chateau montelena way",1,"1A        ",333,"530 PC FALSE PERS. REC PROP",2604,38.63351404,-121.5282646
"o 8:00","1820 frienza ave",2,"2C        ",568,"459 PC  BURGLARY BUSINESS",2203,38.61199425,-121.4244182
"o 8:00","2230 j st",3,"3B        ",747,"1708 US   THEFT OF MAIL",2310,38.57546355,-121.4761823
"o 8:00","6581 harmon dr",4,"4C        ",1252,"LOST PROPERTY - I RPT",7000,38.50771305,-121.5534498
"o 8:00","6054 riverside blvd",4,"4C        ",1251,"530.5 PC USE PERSONAL ID INFO",2604,38.51617367,-121.5286379
"o 8:00","1545 river park dr",2,"2C        ",626,"484 PETTY THEFT CLOUT UNLOCKED",2305,38.60088271,-121.4352821
"o 8:00","1287 trail end way",1,"1B        ",403,"484G(B) PC ACCESS CARD FRAUD",2605,38.63244741,-121.4903723
"o 8:00","2215 borona way",1,"1B        ",410,"530 PC FALSE PERS. REC PROP",2604,38.62275946,-121.513946
"o 8:00","6 shelter point ct",4,"4C        ",1262,"TELEPEST -I RPT",7000,38.51110856,-121.5343434
"o 8:00","970 frienza ave",2,"2B        ",564,"SUSP PERS-NO CRIME - I RPT",7000,38.61286644,-121.4444547
"o 8:00","1631 w el s ave",1,"1B        ",434,"530 PC FALSE PERS. REC PROP",2604,38.61301252,-121.4993798
"o 8:05","sweet pea way / shady arbor ct",1,"1B        ",473,"10851 VC AUTO THEFT LOCATE",2404,38.60758365,-121.5411045
"o 8:57","rio linda blvd / main ave",2,"2A        ",224,"TOWED/STORED VEHICLE",7000,38.65509277,-121.4477394
"o 9:00","5878 kahara ct",4,"4C        ",1225,"653M(B) PC ANNOY/RPT CALL HOME",5307,38.5206653,-121.515833
"o 9:15","18 godello ct",1,"1B        ",353,"242 PC  BATTERY CIVILIAN",1313,38.62749128,-121.528707
"o 9:15","7850 college town dr",3,"3C        ",888,"11377(A)HS POSS AMPHETAMINES",3572,38.55456463,-121.4106138
"o 9:30","4947 kokomo dr",1,"1A        ",123,"TOWED/STORED VEHICLE",7000,38.66227019,-121.5291389
"o 9:45","howe ave / american river dr",3,"3C        ",877,"TOWED/STORED VEHICLE",7000,38.5695415,-121.409084
"o 9:53","4650 natomas blvd",1,"1A        ",145,"506 PC EMBEZZLEMENT/CONTRACTOR",2799,38.65731154,-121.5119979
"o 10:00","3724 san carlos way",6,"6A        ",1042,"MISSING PERSON I RPT",7000,38.54072015,-121.4620361
"o 10:00","4410 crestwood way",4,"4A        ",1205,"BURGLARY - I RPT",7000,38.53437911,-121.5068742
"o 10:00","1500 tessa ave",2,"2B        ",546,"TOWED/STORED VEHICLE",7000,38.62194039,-121.431713
"o 10:00","7500 hospital dr",5,"5C        ",1639,"THREATS - I RPT",7000,38.46337225,-121.4161718
"o 10:00","8545 folsom blvd",3,"3C        ",1116,"MISSING PERSON",7000,38.54929974,-121.3882189
"o 10:30","8105 phinney dr",5,"5B        ",1618,"459 PC  BURGLARY RESIDENCE",2204,38.46449565,-121.456788
"o 10:30","401 j st",3,"3M        ",732,"594(B)(2)(A) VANDALISM/ -$400",2999,38.58259727,-121.500996
"o 11:00","3632 52nd st",6,"6B        ",1054,"459 PC  BURGLARY RESIDENCE",2204,38.54100057,-121.4458147
"o 11:01","san francisco blvd / 50th st",6,"6B        ",1064,"11364 HS POSS DRUG PARAPH",3599,38.53725889,-121.4477561
"o 11:04","5524 danjac cir",4,"4A        ",1207,"TOWED/STORED VEHICLE",7000,38.52545723,-121.5139339
"o 11:08","2571 altos ave",2,"2B        ",552,"CASUALTY REPORT",7000,38.61361383,-121.454378
"o 11:10","414 k st",3,"3M        ",742,"484 PETTY THEFT-SHOPLIFT",2303,38.58062786,-121.5014996
"o 11:30","7486 carella dr",5,"5A        ",1381,"MISSING PERSON",7000,38.48682651,-121.5001978
"o 11:30","7th st / j st",3,"3M        ",732,"11364 HS POSS DRUG PARAPH",3599,38.58137649,-121.4974538
"o 11:30","5701 lerner way",5,"5C        ",1605,"MISSING PERSON",7000,38.48023792,-121.4360926
"o 11:46","1321 e st",3,"3A        ",715,"HARASSMENT - I RPT",7000,38.58472227,-121.4858505
"o 11:49","1912 bowling green dr",2,"2C        ",606,"O/S AGENCY -ASSISTANCE- I RPT",7000,38.60666541,-121.422421
"o c","3555 auburn blvd",2,"2A        ",509,"MISSING PERSON",7000,38.63862878,-121.3815598
"o c","7526 titian pkwy",5,"5B        ",1603,"10851(A)VC TAKE VEH W/O OWNER",2404,38.48420982,-121.448306
"o c","12 waterglen cir",3,"3C        ",899,"487(D)GRAND THEFT FIREARM/ANIM",2399,38.56047289,-121.3902704
"o c","4733 nashua way",2,"2A        ",222,"484G(B) PC ACCESS CARD FRAUD",2605,38.65394829,-121.462463
"o c","971 acacia ave",2,"2B        ",544,"LOST PROPERTY - I RPT",7000,38.62221222,-121.4447319
"o c","3146 palmer st",2,"2B        ",546,"530.5 PC USE PERSONAL ID INFO",2604,38.62524321,-121.4304825
"o c","8178 center pkwy",5,"5B        ",1633,"653M(A) PC OBSCENE/THREAT CALL",5309,38.46027205,-121.4304773
"o 12:30","1820 frienza ave",2,"2C        ",568,"459 PC  BURGLARY BUSINESS",2203,38.61199425,-121.4244182
"o 12:45","1689 b way",2,"2C        ",619,"647(A) PC LEWD CONDUCT",7299,38.60154457,-121.42747
"o 12:45","1029 frienza ave",2,"2B        ",564,"TOWED/STORED VEHICLE",7000,38.61317258,-121.4424469
"o 13:00","5770 freeport blvd",4,"4C        ",985,"GANG ACTIVITY - I RPT",7000,38.52199137,-121.4990149
"o 13:10","1113 congress ave",2,"2B        ",525,"11364 HS POSS DRUG PARAPH",3599,38.63070055,-121.440864
"o 13:49","3421 auburn blvd",2,"2A        ",508,"459 PC  BURGLARY-UNSPECIFIED",2299,38.6374478,-121.3846125
"o 14:00","560 sandburg dr",3,"3C        ",879,"530.5 PC USE PERSONAL ID INFO",2604,38.56839814,-121.4313525
"o 14:40","7608 amherst st",5,"5A        ",1501,"HARASSMENT - I RPT",7000,38.48020103,-121.5015786
"o 14:57","3801 duckhorn dr",1,"1A        ",333,"422 PC THREAT/INTENT TO TERROR",1602,38.63910642,-121528
"o 14:59","5th st / p st",3,"3A        ",763,"CASUALTY REPORT",7000,38.57543889,-121.5029735
"o kl;lk;","7301 meadowgate dr",5,"5B        ",1369,"10851(A)VC TAKE VEH W/O OWNER",2404,38.49203951,-121.4613302
"o kl;lk;","5518 sagpond way",1,"1A        ",102,"484J PC PUBLISH CARD INFO",2605,38.6776884,-121.5345401
"o 15:13","33rd st / 11th ave",6,"6A        ",1041,"20001(A) VC HIT/RUN INJ/DEATH",5401,38.54199544,-121.4712254
"o 15:30","35 quay ct",4,"4C        ",1265,"10851(A)VC TAKE VEH W/O OWNER",2404,38.5127908,-121.5313723
"o 15:30","1814 19th st",3,"3A        ",776,"484 PETTY THEFT-SHOPLIFT",2303,38.56796664,-121.4852542
"o 15:30","2505 52nd ave",4,"4B        ",1346,"LOST PROPERTY - I RPT",7000,38.50488174,-121.4804148
"o 15:36","5770 freeport blvd",4,"4C        ",985,"FOUND PROPERTY - I RPT",7000,38.52199137,-121.4990149
"o 15:40","1751 bell ave",2,"2A        ",226,"TOWED/STORED VEHICLE",7000,38.64823548,-121.4261249
"o kl;kl;","3661 truxel rd",1,"1A        ",337,"484 PC   PETTY THEFT/INSIDE",2308,38.63589608,-121.5055312
"o kl;kl;","3904 may st",2,"2A        ",504,"MISSING PERSON",7000,38.63869884,-121.4424398
"o kl;kl;","1650 baines ave",1,"1A        ",136,"459 PC  BURGLARY RESIDENCE",2204,38.66157492,-121.4969793
"o kl;kl;","6272 mack rd",5,"5C        ",1623,"487(A) PC GRAND THEFT",2303,38.47415723,-121.4296995
"o kl;kl;","8389 folsom blvd",3,"3C        ",1115,"484 PC   PETTY THEFT/INSIDE",2308,38.54818818,-121.3940644
"o 16:25","folsom blvd / watt ave",3,"3C        ",1106,"NON INJ HR/MAIL OUT REPORT",7000,38.5530906,-121.3751255
"o 16:30","1801 bell ave",2,"2A        ",226,"TOWED/STORED VEHICLE",7000,38.64770425,-121.4242104
"o 16:51","2314 q st",3,"3B        ",767,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.56737967,-121.4786515
"o 16:57","2340 mossy bank dr",1,"1B        ",444,"10851(A)VC TAKE VEH W/O OWNER",2404,38.60972461,-121.4953467
"o 16:57","8101 cosumnes river blvd",5,"5C        ",1639,"11364 HS POSS DRUG PARAPH",3599,38.45718227,-121.4133413
"o 16:59","j st / 17th st",3,"3M        ",736,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.5777553,-121.4838823
"o k","8200 center pkwy",5,"5B        ",1633,"10851(A)VC TAKE VEH W/O OWNER",2404,38.45964489,-121.4291448
"o k","6421 sun river dr",6,"6C        ",1445,"484 PETTY THEFT/LICENSE PLATE",2399,38.50926564,-121.4129728
"o k","3715 ivy st",2,"2A        ",516,"459 PC  BURGLARY RESIDENCE",2204,38.63535055,-121.4281542
"o k","3157 bridgeford dr",1,"1C        ",416,"LOST PROPERTY - I RPT",7000,38.62642643,-121.487454
"o 17:30","11th st / f st",3,"3A        ",724,"197 JUSTIFIABLE HOMI-CIVILIAN",999,38.58432423,-121.4902264
"o 17:37","17th st / q st",3,"3B        ",766,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.57001564,-121.4872296
"o 17:41","aa rd / 53rd st",6,"6B        ",1084,"20001(A) VC HIT/RUN INJ/DEATH",5401,38.52496323,-121.4438874
"o 17:41","5301 aa rd",6,"6B        ",1084,"23153(A) VC DUI CAUSE INJURY",5404,38.52517945,-121.4443121
"o z","2890 grove ave",2,"2B        ",541,"245(A)(1)AWDW/NO FIREARM/CIVIL",1315,38.62009985,-121.4590851
"o z","2828 connie dr",2,"2C        ",567,"MISSING PERSON",7000,38.6176064,-121.4204494
"o z","3700 32nd st",6,"6A        ",1051,"594(B)(1)PC  VANDALISM +$400",2999,38.54069286,-121.4728119
"o z","1632 t",4,"4A        ",906,"594(B)(2)(A) VANDALISM/ -$400",2999,38.56108765,-121.4913716
"o 18:10","1729 diggs park dr",2,"2B        ",537,"TRAFFIC-ACCIDENT-NON INJURY",5400,38.62764502,-121.4258496
"o 18:19","5301 aa rd",6,"6B        ",1084,"TOWED/STORED VEHICLE",7000,38.52517945,-121.4443121
"o 18:23","2700 del paso rd",1,"1A        ",305,"484 PETTY THEFT-SHOPLIFT",2303,38.65543537,-121.5223763
"o 18:55","7290 h blvd",5,"5B        ",1369,"211 PC  ROBBERY UNSPECIFIED",1299,38.49250972,-121.4579445
"o 18:55","700 n 5th st",3,"3A        ",701,"1551(A) FUGITIVE FROM JUSTICE",4902,38.60057486,-121.4940223
"o kl;k;","321 eleanor ave",2,"2B        ",541,"MISSING PERSON",7000,38.61712192,-121.4587997
"o kl;k;","321 eleanor ave",2,"2B        ",541,"MISSING PERSON",7000,38.61712192,-121.4587997
"o kl;k;","7659 masters st",5,"5C        ",1654,"10851(A)VC TAKE VEH W/O OWNER",2404,38.44227407,-121.4127165
"o kl;k;","3644 dayton st",2,"2A        ",517,"459 PC  BURGLARY VEHICLE",2299,38.63425266,-121.4177759
"o kl;k;","2800 t",4,"4A        ",908,"484 PC   PETTY THEFT/INSIDE",2308,38.55701398,-121.4762723
"o 19:11","1418 e st",3,"3A        ",725,"MISCELLANEOUS I RPT (ZMISC)",7000,38.58376222,-121.4848464
"o 19:40","3514 37th st",6,"6A        ",1041,"459 PC  BURGLARY VEHICLE",2299,38.54242302,-121.4674602
"o 19:59","227 jibboom st",3,"3A        ",721,"484 PC   PETTY THEFT/INSIDE",2308,38.59572389,-121.5050785
"o d","78 redwood ave",2,"2C        ",601,"10851(A)VC TAKE VEH W/O OWNER",2404,38.609884,-121.46479
"o d","3311 long branch ct",1,"1B        ",401,"459 PC  BURGLARY VEHICLE",2299,38.62798992,-121.5092581
"o d","1601 b way",2,"2C        ",618,"459 PC  BURGLARY VEHICLE",2299,38.60240036,-121.4295032
"o d","1701 13th st",3,"3A        ",765,"TELEPEST -I RPT",7000,38.57117547,-121.4924504
"o 20:05","7770 52nd ave",6,"6C        ",1445,"459 PC  BURGLARY RESIDENCE",2204,38.50482198,-121.4112131
"o 20:30","2621 stonecreek dr",1,"1B        ",435,"THREATS - I RPT",7000,38.61328867,-121.494681
"o 20:40","el s ave / grove ave",2,"2C        ",551,"TOWED/STORED VEHICLE",7000,38.61112465,-121.4593596
"o 20:49","3200 truxel rd",1,"1C        ",414,"THREATS - I RPT",7000,38.62581805,-121.4971301
"o kl;","2540 venture oaks way",1,"1B        ",442,"10851(A)VC TAKE VEH W/O OWNER",2404,38.61102318,-121.5119472
"o kl;","1732 eldridge ave",2,"2B        ",556,"487(A) GRAND THEFT-INSIDE",2308,38.62266231,-121.4260893
"o 21:10","23rd st / q st",3,"3B        ",767,"20001(A) VC HIT/RUN INJ/DEATH",5401,38.56788759,-121.4792459
"o 21:11","northgate blvd / rosin ct",1,"1C        ",409,"20002(A) HIT/RUN",5401,38.63659439,-121.4763493
"o 21:15","5530 c blvd",6,"6B        ",1084,"12020(A)(4) PC DIRK/DAGGER",5212,38.52654807,-121.4434066
"o 21:33","h blvd / hh rd",5,"5B        ",1359,"20001(A) VC HIT/RUN INJ/DEATH",5401,38.49601155,-121.4592772
"o f","1609 bowling green dr",2,"2C        ",606,"10851(A)VC TAKE VEH W/O OWNER",2404,38.60311006,-121.4269745
"o f","1422 brewerton dr",1,"1B        ",435,"10851(A)VC TAKE VEH W/O OWNER",2404,38.61589867,-121.4924786
"o f","2000 del paso blvd",2,"2C        ",603,"11364 HS POSS DRUG PARAPH",3599,38.60880668,-121.4528434
"o f","mcglashan st / perry ave",6,"6B        ",1084,"20002(A) HIT/RUN",5401,38.53137433,-121.4506403
"o f","perry ave / 46th st",6,"6B        ",1084,"20002(A) HIT/RUN",5401,38.5313798,-121.4523742
"o f","8552 erinbrook way",3,"3C        ",899,"459 PC  BURGLARY VEHICLE",2299,38.56165546,-121.3880115
